0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.6431444933503716,0.2725735542779843,0.6157832907193699,0.5015906680805938,0.2898799313893653,0.1817679896938838,0.2036082474226804,0.3487574552683896,0.3797979797979798,0.1413226621735468,0.1564367191743617,0.0825892857142857,0.1244404655326768,0.1256597895397442,0.1193867491586497,0.0813230390242437,0.0469696969696969,0.2538359537791248,0.0845387516181685,0.0911100977018642,0.606901458555674,0.3035714285714286,0.5398177200059764,0.4352143138025953,0.3475533249686323,0.1545633592378069,0.1929712460063898,0.6391752577319588,0.2335895919574216,0.2228781319690411
0.6014955748024045,0.3902603990530943,0.5957432105590492,0.4494167550371155,0.5143089284102194,0.4310165020550886,0.4625117150890346,0.635685884691849,0.5095959595959596,0.2112468407750634,0.2296215824732934,0.0943025106082037,0.180370352919003,0.1629217890242399,0.1508311520549342,0.2839546970288701,0.0967676767676767,0.389846561848835,0.2056903247593853,0.1270055138675842,0.5563856278904304,0.3600746268656717,0.5084416554609292,0.3745084545812033,0.4835897774549296,0.3853751297649193,0.3597444089456869,0.8350515463917526,0.4037058939483541,0.2134330316148499
0.6298925647214728,0.1565776124450456,0.6309861101513371,0.4892895015906681,0.4303511781168187,0.3478927673148887,0.4639175257731958,0.518389662027833,0.3782828282828283,0.18681550126369,0.2338221980807532,0.0930648868458274,0.2205625971823022,0.1636875744773047,0.3323588401264574,0.1679184065851534,0.1436363636363636,0.3570752036370524,0.1361794337817301,0.1457996489918881,0.51974386339381,0.1239339019189766,0.5069475571492603,0.3415749115218246,0.4373637984547314,0.1724151313172473,0.3194888178913738,0.5584192439862543,0.1575004928050463,0.1425947789584153
0.25883856311231,0.2025701724720999,0.2679842443507705,0.1415058324496288,0.678613342962896,0.4619961965523588,0.3697282099343955,0.402037773359841,0.5186868686868686,0.5511794439764113,0.0807532138330617,0.1171322489391796,0.0687932902982613,0.0380800824806966,0.1970629227997416,0.2343106918616878,0.0927272727272727,0.2153817010797499,0.1937299487814487,0.144659563589127,0.2682319459267165,0.312633262260128,0.2639075651177847,0.136747935509241,0.7127385590701973,0.4827837121983875,0.4277156549520767,0.5982817869415809,0.4770352848413168,0.4549390003935459
0.5333427989966397,0.3473114643219478,0.5238753368806579,0.3802757158006362,0.3791640335831002,0.2748911109747868,0.2640581068416119,0.36779324055666,0.3707070707070707,0.1571187868576244,0.1213833061741806,0.0912747524752475,0.1141685906799227,0.0879868807877504,0.0884182615494441,0.0868807642623246,0.0569191919191919,0.1968175790869482,0.0817245455057128,0.0443665961886599,0.5318392031305584,0.4168443496801706,0.5119278848548234,0.3491938655131734,0.4822690351977811,0.2234479145443432,0.3022364217252396,0.663917525773196,0.2952887837571457,0.1878525514889151
0.3184722419423542,0.3760568143388568,0.320710386289821,0.1842629904559914,0.5982666787036202,0.4451260658855285,0.2194470477975632,0.2974652087475149,0.5737373737373737,0.5170598146588039,0.1709216005793952,0.2247171145685997,0.1460208264618574,0.0824769610644791,0.2410850868545399,0.21057770300718,0.0628282828282828,0.2742943739344572,0.0981876512635785,0.1560604176167378,0.3247954464603343,0.4296375266524521,0.2997659245978385,0.1749410145497443,0.6222677144555238,0.330752588021849,0.2138977635782747,0.5347079037800687,0.3215060122215651,0.393939393939394
0.2848691372047896,0.409536692593845,0.3020523806233156,0.1596182396606574,0.6740994854202402,0.5331574750015337,0.4355670103092783,0.4648608349900596,0.6515151515151514,0.5040016849199664,0.0705413724425131,0.141840523338048,0.0776987230834472,0.0327195843092428,0.1365876873916442,0.2461020818938324,0.0897222222222222,0.2322409547262739,0.1906343220577475,0.098607022926081,0.2689434364994664,0.4986673773987208,0.2778524826933612,0.1361826582776248,0.6546258997556627,0.4975308282640122,0.4305111821086262,0.7079037800687286,0.5545042381233984,0.3421225239407058
0.4278006531307681,0.4575583361515047,0.4070900421532721,0.2775397667020148,0.2656856549607294,0.145113796699589,0.0772961574507966,0.1651590457256461,0.2363636363636363,0.1476411120471779,0.0970487054137244,0.1827263083451202,0.0805258446025538,0.0629587708583147,0.0787299860624808,0.0527007540481269,0.0278030303030303,0.1437961735177116,0.0945291833173861,0.0741815568729875,0.4005691924582,0.5826226012793179,0.3655062503112704,0.2371215100275265,0.3099121706398995,0.1240019016018084,0.1165335463258786,0.3427835051546392,0.2726197516262567,0.1933621933621933
0.4164418571631407,0.2766317213391951,0.4133093773754405,0.2704135737009544,0.4014624898438206,0.3368504999693271,0.233223992502343,0.3283300198807157,0.394949494949495,0.2287278854254424,0.1427847184501176,0.1380613507779349,0.1322621684022051,0.0884538231371801,0.1379474453547268,0.2880854387598762,0.0704797979797979,0.2428490244364463,0.1716384307986717,0.112253499716706,0.4443258626823195,0.4067164179104479,0.4287564121719209,0.2737416437278804,0.4518919632833653,0.5177110923538143,0.3166932907348243,0.6219931271477663,0.4389907352651291,0.3263806900170538
0.4197548393203653,0.4815691579303347,0.4140004146223481,0.2711346765641569,0.2832896993770876,0.2478989019078584,0.2328491096532333,0.2666003976143141,0.3974747474747475,0.0720303285593935,0.1056672098497193,0.1586368458274399,0.1011167130000471,0.0556184371252787,0.2738552537648298,0.2178628293327726,0.127550505050505,0.3773441939761318,0.3085495581696403,0.0727996351726711,0.3169690501600853,0.4168443496801706,0.3067383833856268,0.1699026740070782,0.2768936142111867,0.1601905482628479,0.1854632587859425,0.3845360824742268,0.2452197910506603,0.0513577331759149
